aTV_x aTV_y aTV_z / Xrot Yrot Zrot / X2 Y2 Z2
-0.006000 -0.007500 -0.990750 / -12.926661 6.922111 1.264458 / -11697.031250 14005.551758 3966.244141
-0.006000 -0.007500 -0.990750 / -12.855986 6.901186 1.272183 / -11709.851562 14012.442383 3967.520264
-0.006000 -0.007500 -0.990750 / -12.785311 6.880260 1.279908 / -11722.601562 14019.312500 3968.803955
-0.006000 -0.007500 -0.990750 / -12.714636 6.859335 1.287633 / -11735.281250 14026.161133 3970.095459
-0.006000 -0.007500 -0.990750 / -12.643961 6.838410 1.295358 / -11747.889648 14032.989258 3971.394775
-0.006000 -0.007500 -0.990750 / -12.573286 6.817485 1.303083 / -11760.427734 14039.795898 3972.701660
-0.006000 -0.007500 -0.990750 / -12.502611 6.796560 1.310808 / -11772.894531 14046.582031 3974.016357
-0.006000 -0.007500 -0.990750 / -12.431936 6.775635 1.318533 / -11785.291016 14053.347656 3975.338867
-0.006000 -0.007500 -0.990750 / -12.361261 6.754710 1.326258 / -11797.617188 14060.091797 3976.668945
-0.006000 -0.007500 -0.990750 / -12.290586 6.733785 1.333983 / -11809.872070 14066.815430 3978.006836
-0.006000 -0.007500 -0.990750 / -12.219912 6.712860 1.341708 / -11822.056641 14073.517578 3979.352295
-0.006000 -0.007500 -0.990750 / -12.149237 6.691935 1.349433 / -11834.170898 14080.199219 3980.705566
-0.006000 -0.007500 -0.990750 / -12.078562 6.671010 1.357158 / -11846.213867 14086.859375 3982.066650
-0.006000 -0.007500 -0.990750 / -12.007887 6.650085 1.364883 / -11858.186523 14093.499023 3983.435303
-0.006000 -0.007500 -0.990750 / -11.937212 6.629160 1.372608 / -11870.088867 14100.118164 3984.811768
-0.006000 -0.007500 -0.990750 / -11.866537 6.608235 1.380333 / -11881.919922 14106.715820 3986.196045
-0.006000 -0.007500 -0.990750 / -11.795862 6.587310 1.388058 / -11893.680664 14113.292969 3987.587891
-0.006000 -0.007500 -0.990750 / -11.725187 6.566385 1.395783 / -11905.370117 14119.848633 3988.987549
-0.006000 -0.007500 -0.990750 / -11.654512 6.545460 1.403508 / -11916.989258 14126.383789 3990.395020
-0.006000 -0.007500 -0.990750 / -11.583838 6.524535 1.411233 / -11928.538086 14132.897461 3991.810059
-0.006000 -0.007500 -0.990750 / -11.513163 6.503610 1.418958 / -11940.015625 14139.390625 3993.232910
-0.006000 -0.007500 -0.990750 / -11.442488 6.482685 1.426683 / -11951.422852 14145.863281 3994.663574
-0.006000 -0.007500 -0.990750 / -11.371813 6.461760 1.434408 / -11962.759766 14152.314453 3996.101807
-0.006000 -0.007500 -0.990750 / -11.301138 6.440835 1.442133 / -11974.025391 14158.745117 3997.547852
-0.006000 -0.007500 -0.990750 / -11.230463 6.419909 1.449858 / -11985.220703 14165.154297 3999.001465
-0.006000 -0.007500 -0.990750 / -11.159788 6.398984 1.457583 / -11996.344727 14171.542969 4000.462891
-0.006000 -0.007500 -0.990750 / -11.089113 6.378059 1.465308 / -12007.398438 14177.910156 4001.932129
-0.006000 -0.007500 -0.990750 / -11.018438 6.357134 1.473033 / -12018.381836 14184.256836 4003.408936
-0.006000 -0.007500 -0.990750 / -10.947763 6.336209 1.480758 / -12029.293945 14190.583008 4004.893555
-0.006000 -0.007500 -0.990750 / -10.877089 6.315284 1.488483 / -12040.135742 14196.887695 4006.385986
-0.006000 -0.007500 -0.990750 / -10.806414 6.294359 1.496208 / -12050.907227 14203.171875 4007.885986
-0.006000 -0.007500 -0.990750 / -10.735739 6.273434 1.503933 / -12061.607422 14209.434570 4009.393799
-0.006000 -0.007500 -0.990750 / -10.665064 6.252509 1.511658 / -12072.237305 14215.676758 4010.909424
-0.006000 -0.007500 -0.990750 / -10.594389 6.231584 1.519383 / -12082.795898 14221.897461 4012.432617
-0.006000 -0.007500 -0.990750 / -10.523714 6.210659 1.527108 / -12093.284180 14228.097656 4013.963623
-0.006000 -0.007500 -0.990750 / -10.453039 6.189734 1.534833 / -12103.702148 14234.277344 4015.502197
-0.006000 -0.007500 -0.990750 / -10.382364 6.168809 1.542558 / -12114.048828 14240.435547 4017.048584
-0.006000 -0.007500 -0.990750 / -10.311689 6.147884 1.550283 / -12124.325195 14246.573242 4018.602783
-0.006000 -0.007500 -0.990750 / -10.241014 6.126959 1.558008 / -12134.531250 14252.689453 4020.164551
0.015250 0.011500 -0.999500 / -10.168015 6.123159 1.558958 / -12144.663086 14258.810547 4021.723877
0.015250 0.011500 -0.999500 / -10.095015 6.119359 1.559908 / -12154.721680 14264.927734 4023.284180
0.015250 0.011500 -0.999500 / -10.022015 6.115559 1.560858 / -12164.707031 14271.041016 4024.845459
0.015250 0.011500 -0.999500 / -9.949015 6.111759 1.561808 / -12174.619141 14277.150391 4026.407715
0.015250 0.011500 -0.999500 / -9.876015 6.107959 1.562758 / -12184.458984 14283.256836 4027.970947
0.015250 0.011500 -0.999500 / -9.803015 6.104159 1.563708 / -12194.225586 14289.359375 4029.535156
0.015250 0.011500 -0.999500 / -9.730015 6.100359 1.564658 / -12203.918945 14295.458008 4031.100342
0.015250 0.011500 -0.999500 / -9.657015 6.096560 1.565608 / -12213.539062 14301.552734 4032.666504
0.015250 0.011500 -0.999500 / -9.584015 6.092760 1.566558 / -12223.086914 14307.643555 4034.233643
0.015250 0.011500 -0.999500 / -9.511015 6.088960 1.567508 / -12232.561523 14313.730469 4035.801514
0.015250 0.011500 -0.999500 / -9.438015 6.085160 1.568458 / -12241.962891 14319.813477 4037.370361
0.015250 0.011500 -0.999500 / -9.365015 6.081360 1.569408 / -12251.291016 14325.892578 4038.940186
0.015250 0.011500 -0.999500 / -9.292015 6.077560 1.570358 / -12260.546875 14331.967773 4040.510986
0.015250 0.011500 -0.999500 / -9.219015 6.073760 1.571308 / -12269.729492 14338.040039 4042.082764
0.015250 0.011500 -0.999500 / -9.146015 6.069960 1.572258 / -12278.838867 14344.108398 4043.655518
0.015250 0.011500 -0.999500 / -9.073015 6.066160 1.573208 / -12287.875000 14350.172852 4045.229248
0.015250 0.011500 -0.999500 / -9.000015 6.062360 1.574158 / -12296.838867 14356.233398 4046.803955
0.015250 0.011500 -0.999500 / -8.927015 6.058560 1.575108 / -12305.729492 14362.290039 4048.379639
0.015250 0.011500 -0.999500 / -8.854015 6.054760 1.576058 / -12314.546875 14368.342773 4049.956055
0.015250 0.011500 -0.999500 / -8.781015 6.050961 1.577008 / -12323.291016 14374.391602 4051.533447
0.015250 0.011500 -0.999500 / -8.708015 6.047161 1.577958 / -12331.962891 14380.436523 4053.111816
0.015250 0.011500 -0.999500 / -8.635015 6.043361 1.578908 / -12340.561523 14386.477539 4054.691162
0.015250 0.011500 -0.999500 / -8.562016 6.039561 1.579858 / -12349.086914 14392.515625 4056.271484
0.015250 0.011500 -0.999500 / -8.489016 6.035761 1.580808 / -12357.539062 14398.549805 4057.852783
0.015250 0.011500 -0.999500 / -8.416016 6.031961 1.581758 / -12365.918945 14404.580078 4059.435059
0.015250 0.011500 -0.999500 / -8.343016 6.028161 1.582708 / -12374.225586 14410.606445 4061.018311
0.015250 0.011500 -0.999500 / -8.270016 6.024361 1.583658 / -12382.458984 14416.628906 4062.602539
0.015250 0.011500 -0.999500 / -8.197016 6.020561 1.584607 / -12390.619141 14422.647461 4064.187500
0.015250 0.011500 -0.999500 / -8.124016 6.016761 1.585557 / -12398.707031 14428.662109 4065.773438
0.015250 0.011500 -0.999500 / -8.051016 6.012961 1.586507 / -12406.721680 14434.672852 4067.360352
0.015250 0.011500 -0.999500 / -7.978016 6.009161 1.587457 / -12414.663086 14440.679688 4068.948242
0.015250 0.011500 -0.999500 / -7.905016 6.005362 1.588407 / -12422.531250 14446.683594 4070.537109
0.015250 0.011500 -0.999500 / -7.832016 6.001562 1.589357 / -12430.327148 14452.683594 4072.126953
0.015250 0.011500 -0.999500 / -7.759016 5.997762 1.590307 / -12438.049805 14458.679688 4073.717773
0.015250 0.011500 -0.999500 / -7.686016 5.993962 1.591257 / -12445.699219 14464.671875 4075.309570
0.015250 0.011500 -0.999500 / -7.613016 5.990162 1.592207 / -12453.275391 14470.660156 4076.902344
0.015250 0.011500 -0.999500 / -7.540016 5.986362 1.593157 / -12460.779297 14476.644531 4078.496094
0.015250 0.011500 -0.999500 / -7.467016 5.982562 1.594107 / -12468.209961 14482.625000 4080.090576
0.015250 0.011500 -0.999500 / -7.394016 5.978762 1.595057 / -12475.567383 14488.601562 4081.686035
0.015250 0.011500 -0.999500 / -7.321016 5.974962 1.596007 / -12482.851562 14494.574219 4083.282471
0.010250 -0.022500 -1.007500 / -7.278916 5.949287 1.585732 / -12490.109375 14500.510742 4084.863037
0.010250 -0.022500 -1.007500 / -7.236816 5.923613 1.575457 / -12497.325195 14506.421875 4086.433350
0.010250 -0.022500 -1.007500 / -7.194716 5.897938 1.565182 / -12504.499023 14512.306641 4087.993408
0.010250 -0.022500 -1.007500 / -7.152617 5.872263 1.554907 / -12511.630859 14518.166016 4089.543213
0.010250 -0.022500 -1.007500 / -7.110517 5.846588 1.544632 / -12518.720703 14524.000000 4091.082764
0.010250 -0.022500 -1.007500 / -7.068417 5.820913 1.534357 / -12525.768555 14529.807617 4092.612061
0.010250 -0.022500 -1.007500 / -7.026317 5.795238 1.524082 / -12532.773438 14535.589844 4094.131104
0.010250 -0.022500 -1.007500 / -6.984217 5.769564 1.513807 / -12539.736328 14541.346680 4095.639893
0.010250 -0.022500 -1.007500 / -6.942117 5.743889 1.503532 / -12546.657227 14547.078125 4097.138184
0.010250 -0.022500 -1.007500 / -6.900017 5.718214 1.493257 / -12553.536133 14552.783203 4098.626465
0.010250 -0.022500 -1.007500 / -6.857917 5.692539 1.482982 / -12560.373047 14558.462891 4100.104492
0.010250 -0.022500 -1.007500 / -6.815817 5.666864 1.472707 / -12567.167969 14564.117188 4101.572266
0.010250 -0.022500 -1.007500 / -6.773717 5.641190 1.462432 / -12573.920898 14569.745117 4103.029785
0.010250 -0.022500 -1.007500 / -6.731617 5.615515 1.452157 / -12580.631836 14575.347656 4104.476562
0.010250 -0.022500 -1.007500 / -6.689517 5.589840 1.441882 / -12587.300781 14580.924805 4105.913086
0.010250 -0.022500 -1.007500 / -6.647417 5.564165 1.431607 / -12593.926758 14586.476562 4107.339355
0.010250 -0.022500 -1.007500 / -6.605317 5.538490 1.421332 / -12600.510742 14592.001953 4108.755371
0.010250 -0.022500 -1.007500 / -6.563217 5.512815 1.411057 / -12607.052734 14597.501953 4110.161133
0.010250 -0.022500 -1.007500 / -6.521117 5.487141 1.400782 / -12613.552734 14602.976562 4111.556641
0.010250 -0.022500 -1.007500 / -6.479017 5.461466 1.390507 / -12620.010742 14608.424805 4112.941895
0.010250 -0.022500 -1.007500 / -6.436917 5.435791 1.380232 / -12626.426758 14613.847656 4114.316895
0.010250 -0.022500 -1.007500 / -6.394817 5.410116 1.369957 / -12632.800781 14619.245117 4115.681641
0.010250 -0.022500 -1.007500 / -6.352717 5.384441 1.359682 / -12639.132812 14624.617188 4117.036133
0.010250 -0.022500 -1.007500 / -6.310617 5.358767 1.349407 / -12645.422852 14629.962891 4118.380371
0.010250 -0.022500 -1.007500 / -6.268517 5.333092 1.339132 / -12651.669922 14635.283203 4119.714355
0.010250 -0.022500 -1.007500 / -6.226418 5.307417 1.328857 / -12657.875000 14640.578125 4121.038086
0.010250 -0.022500 -1.007500 / -6.184318 5.281742 1.318582 / -12664.038086 14645.846680 4122.351562
0.010250 -0.022500 -1.007500 / -6.142218 5.256067 1.308307 / -12670.159180 14651.089844 4123.654785
0.010250 -0.022500 -1.007500 / -6.100118 5.230392 1.298032 / -12676.238281 14656.307617 4124.947754
0.010250 -0.022500 -1.007500 / -6.058018 5.204718 1.287757 / -12682.275391 14661.499023 4126.230469
0.010250 -0.022500 -1.007500 / -6.015918 5.179043 1.277482 / -12688.270508 14666.665039 4127.502930
0.010250 -0.022500 -1.007500 / -5.973818 5.153368 1.267207 / -12694.223633 14671.805664 4128.765137
0.010250 -0.022500 -1.007500 / -5.931718 5.127693 1.256932 / -12700.134766 14676.920898 4130.017090
0.010250 -0.022500 -1.007500 / -5.889618 5.102018 1.246657 / -12706.002930 14682.009766 4131.258789
0.010250 -0.022500 -1.007500 / -5.847518 5.076344 1.236382 / -12711.829102 14687.073242 4132.490234
0.010250 -0.022500 -1.007500 / -5.805418 5.050669 1.226107 / -12717.613281 14692.111328 4133.711426
0.010250 -0.022500 -1.007500 / -5.763318 5.024994 1.215832 / -12723.355469 14697.123047 4134.922363
0.010250 -0.022500 -1.007500 / -5.721218 4.999319 1.205557 / -12729.055664 14702.109375 4136.122559
0.010250 -0.022500 -1.007500 / -5.679118 4.973644 1.195282 / -12734.713867 14707.070312 4137.312500
0.010250 -0.022500 -1.007500 / -5.637018 4.947969 1.185007 / -12740.330078 14712.005859 4138.492188
-0.012250 -0.040750 -0.978500 / -5.615343 4.919394 1.195182 / -12745.934570 14716.911133 4139.692383
-0.012250 -0.040750 -0.978500 / -5.593668 4.890820 1.205357 / -12751.517578 14721.788086 4140.902832
-0.012250 -0.040750 -0.978500 / -5.571993 4.862245 1.215532 / -12757.079102 14726.635742 4142.123535
-0.012250 -0.040750 -0.978500 / -5.550318 4.833670 1.225707 / -12762.618164 14731.455078 4143.354492
-0.012250 -0.040750 -0.978500 / -5.528643 4.805095 1.235882 / -12768.135742 14736.246094 4144.595703
-0.012250 -0.040750 -0.978500 / -5.506968 4.776520 1.246057 / -12773.631836 14741.008789 4145.846680
-0.012250 -0.040750 -0.978500 / -5.485292 4.747945 1.256232 / -12779.106445 14745.742188 4147.107910
-0.012250 -0.040750 -0.978500 / -5.463617 4.719370 1.266407 / -12784.559570 14750.447266 4148.379395
-0.012250 -0.040750 -0.978500 / -5.441942 4.690795 1.276582 / -12789.990234 14755.124023 4149.661133
-0.012250 -0.040750 -0.978500 / -5.420267 4.662220 1.286757 / -12795.399414 14759.771484 4150.953125
-0.012250 -0.040750 -0.978500 / -5.398592 4.633645 1.296932 / -12800.787109 14764.390625 4152.255371
-0.012250 -0.040750 -0.978500 / -5.376917 4.605070 1.307107 / -12806.153320 14768.981445 4153.567383
-0.012250 -0.040750 -0.978500 / -5.355242 4.576495 1.317282 / -12811.498047 14773.543945 4154.889648
-0.012250 -0.040750 -0.978500 / -5.333567 4.547920 1.327457 / -12816.820312 14778.077148 4156.222168
-0.012250 -0.040750 -0.978500 / -5.311892 4.519345 1.337632 / -12822.121094 14782.582031 4157.564941
-0.012250 -0.040750 -0.978500 / -5.290216 4.490770 1.347807 / -12827.400391 14787.058594 4158.917969
-0.012250 -0.040750 -0.978500 / -5.268541 4.462195 1.357982 / -12832.658203 14791.506836 4160.281250
-0.012250 -0.040750 -0.978500 / -5.246866 4.433620 1.368157 / -12837.894531 14795.925781 4161.654297
-0.012250 -0.040750 -0.978500 / -5.225191 4.405046 1.378332 / -12843.108398 14800.316406 4163.037598
-0.012250 -0.040750 -0.978500 / -5.203516 4.376471 1.388507 / -12848.300781 14804.678711 4164.431152
-0.012250 -0.040750 -0.978500 / -5.181841 4.347896 1.398682 / -12853.471680 14809.012695 4165.834961
-0.012250 -0.040750 -0.978500 / -5.160166 4.319321 1.408857 / -12858.621094 14813.317383 4167.249023
-0.012250 -0.040750 -0.978500 / -5.138491 4.290746 1.419032 / -12863.749023 14817.593750 4168.673340
-0.012250 -0.040750 -0.978500 / -5.116816 4.262171 1.429207 / -12868.855469 14821.841797 4170.107422
-0.012250 -0.040750 -0.978500 / -5.095140 4.233596 1.439382 / -12873.939453 14826.061523 4171.551758
-0.012250 -0.040750 -0.978500 / -5.073465 4.205021 1.449557 / -12879.001953 14830.251953 4173.006348
-0.012250 -0.040750 -0.978500 / -5.051790 4.176446 1.459732 / -12884.042969 14834.414062 4174.471191
-0.012250 -0.040750 -0.978500 / -5.030115 4.147871 1.469907 / -12889.062500 14838.547852 4175.946289
-0.012250 -0.040750 -0.978500 / -5.008440 4.119296 1.480082 / -12894.060547 14842.653320 4177.431641
-0.012250 -0.040750 -0.978500 / -4.986765 4.090721 1.490257 / -12899.036133 14846.729492 4178.926758
-0.012250 -0.040750 -0.978500 / -4.965090 4.062146 1.500432 / -12903.990234 14850.777344 4180.432129
-0.012250 -0.040750 -0.978500 / -4.943415 4.033571 1.510607 / -12908.922852 14854.796875 4181.947754
-0.012250 -0.040750 -0.978500 / -4.921740 4.004996 1.520782 / -12913.833984 14858.787109 4183.473633
-0.012250 -0.040750 -0.978500 / -4.900064 3.976421 1.530957 / -12918.723633 14862.749023 4185.009766
-0.012250 -0.040750 -0.978500 / -4.878389 3.947846 1.541132 / -12923.590820 14866.682617 4186.556152
-0.012250 -0.040750 -0.978500 / -4.856714 3.919271 1.551307 / -12928.436523 14870.587891 4188.112305
-0.012250 -0.040750 -0.978500 / -4.835039 3.890697 1.561482 / -12933.260742 14874.463867 4189.678711
-0.012250 -0.040750 -0.978500 / -4.813364 3.862122 1.571657 / -12938.063477 14878.311523 4191.255371
-0.012250 -0.040750 -0.978500 / -4.791689 3.833547 1.581832 / -12942.844727 14882.130859 4192.842285
-0.012250 -0.040750 -0.978500 / -4.770014 3.804972 1.592007 / -12947.603516 14885.921875 4194.439453
-0.023000 -0.012750 -0.992500 / -4.741714 3.794647 1.596382 / -12952.331055 14889.710938 4196.038086
-0.023000 -0.012750 -0.992500 / -4.713414 3.784322 1.600757 / -12957.030273 14893.490234 4197.641113
-0.023000 -0.012750 -0.992500 / -4.685114 3.773997 1.605132 / -12961.701172 14897.258789 4199.248535
-0.023000 -0.012750 -0.992500 / -4.656815 3.763672 1.609506 / -12966.343750 14901.017578 4200.860352
-0.023000 -0.012750 -0.992500 / -4.628515 3.753347 1.613881 / -12970.958008 14904.765625 4202.476562
-0.023000 -0.012750 -0.992500 / -4.600215 3.743022 1.618256 / -12975.543945 14908.503906 4204.097168
-0.023000 -0.012750 -0.992500 / -4.571915 3.732697 1.622631 / -12980.101562 14912.231445 4205.722168
-0.023000 -0.012750 -0.992500 / -4.543615 3.722372 1.627006 / -12984.630859 14915.948242 4207.351562
-0.023000 -0.012750 -0.992500 / -4.515316 3.712047 1.631381 / -12989.131836 14919.655273 4208.985352
-0.023000 -0.012750 -0.992500 / -4.487016 3.701722 1.635756 / -12993.604492 14923.351562 4210.623535
-0.023000 -0.012750 -0.992500 / -4.458716 3.691397 1.640131 / -12998.048828 14927.038086 4212.265625
-0.023000 -0.012750 -0.992500 / -4.430416 3.681072 1.644506 / -13002.464844 14930.713867 4213.912109
-0.023000 -0.012750 -0.992500 / -4.402116 3.670747 1.648881 / -13006.852539 14934.379883 4215.562988
-0.023000 -0.012750 -0.992500 / -4.373816 3.660422 1.653256 / -13011.211914 14938.035156 4217.218262
-0.023000 -0.012750 -0.992500 / -4.345517 3.650097 1.657631 / -13015.542969 14941.679688 4218.877930
-0.023000 -0.012750 -0.992500 / -4.317217 3.639772 1.662006 / -13019.845703 14945.314453 4220.541992
-0.023000 -0.012750 -0.992500 / -4.288917 3.629447 1.666381 / -13024.120117 14948.938477 4222.210449
-0.023000 -0.012750 -0.992500 / -4.260617 3.619123 1.670756 / -13028.366211 14952.552734 4223.883301
-0.023000 -0.012750 -0.992500 / -4.232317 3.608798 1.675131 / -13032.583984 14956.156250 4225.560547
-0.023000 -0.012750 -0.992500 / -4.204018 3.598473 1.679506 / -13036.773438 14959.750000 4227.242188
-0.023000 -0.012750 -0.992500 / -4.175718 3.588148 1.683881 / -13040.934570 14963.333008 4228.928223
-0.023000 -0.012750 -0.992500 / -4.147418 3.577823 1.688256 / -13045.067383 14966.905273 4230.618652
-0.023000 -0.012750 -0.992500 / -4.119118 3.567498 1.692631 / -13049.171875 14970.467773 4232.313477
-0.023000 -0.012750 -0.992500 / -4.090818 3.557173 1.697006 / -13053.249023 14974.019531 4234.012695
-0.023000 -0.012750 -0.992500 / -4.062519 3.546848 1.701381 / -13057.297852 14977.561523 4235.716309
-0.023000 -0.012750 -0.992500 / -4.034219 3.536523 1.705756 / -13061.318359 14981.092773 4237.424316
-0.023000 -0.012750 -0.992500 / -4.005919 3.526198 1.710131 / -13065.310547 14984.614258 4239.136719
-0.023000 -0.012750 -0.992500 / -3.977619 3.515873 1.714506 / -13069.274414 14988.125000 4240.853516
-0.023000 -0.012750 -0.992500 / -3.949319 3.505548 1.718881 / -13073.209961 14991.625000 4242.574707
-0.023000 -0.012750 -0.992500 / -3.921019 3.495223 1.723256 / -13077.117188 14995.115234 4244.300293
-0.023000 -0.012750 -0.992500 / -3.892719 3.484898 1.727631 / -13080.996094 14998.594727 4246.030273
-0.023000 -0.012750 -0.992500 / -3.864419 3.474573 1.732006 / -13084.846680 15002.064453 4247.764648
-0.023000 -0.012750 -0.992500 / -3.836119 3.464248 1.736381 / -13088.668945 15005.523438 4249.503418
-0.023000 -0.012750 -0.992500 / -3.807819 3.453923 1.740756 / -13092.462891 15008.972656 4251.246582
-0.023000 -0.012750 -0.992500 / -3.779519 3.443598 1.745131 / -13096.228516 15012.411133 4252.994141
-0.023000 -0.012750 -0.992500 / -3.751219 3.433273 1.749506 / -13099.965820 15015.838867 4254.745605
-0.023000 -0.012750 -0.992500 / -3.722919 3.422948 1.753881 / -13103.674805 15019.256836 4256.501465
-0.023000 -0.012750 -0.992500 / -3.694618 3.412623 1.758256 / -13107.355469 15022.664062 4258.261719
-0.023000 -0.012750 -0.992500 / -3.666318 3.402298 1.762631 / -13111.007812 15026.061523 4260.026367
-0.023000 -0.012750 -0.992500 / -3.638018 3.391973 1.767006 / -13114.631836 15029.448242 4261.795410
-0.021250 -0.024500 -0.999750 / -3.609768 3.382524 1.763031 / -13118.227539 15032.826172 4263.556641
-0.021250 -0.024500 -0.999750 / -3.581518 3.373074 1.759056 / -13121.794922 15036.194336 4265.313477
-0.021250 -0.024500 -0.999750 / -3.553268 3.363624 1.755081 / -13125.333984 15039.553711 4267.066406
-0.021250 -0.024500 -0.999750 / -3.525018 3.354174 1.751106 / -13128.844727 15042.903320 4268.815430
-0.021250 -0.024500 -0.999750 / -3.496768 3.344724 1.747131 / -13132.327148 15046.243164 4270.560547
-0.021250 -0.024500 -0.999750 / -3.468518 3.335274 1.743156 / -13135.781250 15049.573242 4272.301758
-0.021250 -0.024500 -0.999750 / -3.440269 3.325824 1.739181 / -13139.207031 15052.894531 4274.039062
-0.021250 -0.024500 -0.999750 / -3.412019 3.316374 1.735206 / -13142.604492 15056.206055 4275.772461
-0.021250 -0.024500 -0.999750 / -3.383769 3.306924 1.731230 / -13145.974609 15059.507812 4277.501465
-0.021250 -0.024500 -0.999750 / -3.355519 3.297474 1.727255 / -13149.316406 15062.800781 4279.226562
-0.021250 -0.024500 -0.999750 / -3.327269 3.288024 1.723280 / -13152.629883 15066.083984 4280.947754
-0.021250 -0.024500 -0.999750 / -3.299019 3.278574 1.719305 / -13155.915039 15069.357422 4282.665039
-0.021250 -0.024500 -0.999750 / -3.270769 3.269124 1.715330 / -13159.171875 15072.622070 4284.378418
-0.021250 -0.024500 -0.999750 / -3.242519 3.259674 1.711355 / -13162.400391 15075.876953 4286.087891
-0.021250 -0.024500 -0.999750 / -3.214269 3.250224 1.707380 / -13165.600586 15079.122070 4287.793457
-0.021250 -0.024500 -0.999750 / -3.186019 3.240774 1.703405 / -13168.772461 15082.358398 4289.495117
-0.021250 -0.024500 -0.999750 / -3.157769 3.231324 1.699430 / -13171.916016 15085.584961 4291.192383
-0.021250 -0.024500 -0.999750 / -3.129519 3.221874 1.695455 / -13175.031250 15088.801758 4292.885742
-0.021250 -0.024500 -0.999750 / -3.101269 3.212424 1.691480 / -13178.118164 15092.009766 4294.575195
-0.021250 -0.024500 -0.999750 / -3.073019 3.202974 1.687505 / -13181.176758 15095.208008 4296.260742
-0.021250 -0.024500 -0.999750 / -3.044769 3.193524 1.683530 / -13184.207031 15098.396484 4297.942383
-0.021250 -0.024500 -0.999750 / -3.016519 3.184074 1.679555 / -13187.208984 15101.576172 4299.620117
-0.021250 -0.024500 -0.999750 / -2.988269 3.174624 1.675580 / -13190.183594 15104.746094 4301.293945
-0.021250 -0.024500 -0.999750 / -2.960019 3.165174 1.671605 / -13193.129883 15107.906250 4302.963379
-0.021250 -0.024500 -0.999750 / -2.931769 3.155725 1.667630 / -13196.047852 15111.057617 4304.628906
-0.021250 -0.024500 -0.999750 / -2.903519 3.146275 1.663655 / -13198.937500 15114.199219 4306.290527
-0.021250 -0.024500 -0.999750 / -2.875269 3.136825 1.659680 / -13201.798828 15117.331055 4307.948242
-0.021250 -0.024500 -0.999750 / -2.847019 3.127375 1.655705 / -13204.631836 15120.454102 4309.602051
-0.021250 -0.024500 -0.999750 / -2.818769 3.117925 1.651730 / -13207.436523 15123.567383 4311.251953
-0.021250 -0.024500 -0.999750 / -2.790519 3.108475 1.647755 / -13210.212891 15126.670898 4312.897949
-0.021250 -0.024500 -0.999750 / -2.762269 3.099025 1.643780 / -13212.960938 15129.765625 4314.539551
-0.021250 -0.024500 -0.999750 / -2.734019 3.089575 1.639805 / -13215.680664 15132.850586 4316.177246
-0.021250 -0.024500 -0.999750 / -2.705769 3.080125 1.635830 / -13218.372070 15135.925781 4317.811035
-0.021250 -0.024500 -0.999750 / -2.677519 3.070675 1.631855 / -13221.035156 15138.992188 4319.440918
-0.021250 -0.024500 -0.999750 / -2.649269 3.061225 1.627880 / -13223.669922 15142.048828 4321.066895
-0.021250 -0.024500 -0.999750 / -2.621019 3.051775 1.623905 / -13226.276367 15145.095703 4322.688965
-0.021250 -0.024500 -0.999750 / -2.592769 3.042325 1.619930 / -13228.855469 15148.133789 4324.307129
-0.021250 -0.024500 -0.999750 / -2.564519 3.032875 1.615955 / -13231.406250 15151.162109 4325.920898
-0.021250 -0.024500 -0.999750 / -2.536269 3.023425 1.611979 / -13233.928711 15154.180664 4327.530762
-0.021250 -0.024500 -0.999750 / -2.508019 3.013975 1.608004 / -13236.422852 15157.189453 4329.136719
0.020500 -0.036250 -0.991000 / -2.479469 2.999950 1.609654 / -13238.887695 15160.182617 4330.747070
0.020500 -0.036250 -0.991000 / -2.450919 2.985925 1.611304 / -13241.324219 15163.161133 4332.359375
0.020500 -0.036250 -0.991000 / -2.422369 2.971900 1.612954 / -13243.732422 15166.125977 4333.973145
0.020500 -0.036250 -0.991000 / -2.393820 2.957875 1.614604 / -13246.112305 15169.077148 4335.588379
0.020500 -0.036250 -0.991000 / -2.365270 2.943850 1.616254 / -13248.462891 15172.013672 4337.205566
0.020500 -0.036250 -0.991000 / -2.336720 2.929825 1.617904 / -13250.785156 15174.936523 4338.824219
0.020500 -0.036250 -0.991000 / -2.308170 2.915800 1.619554 / -13253.079102 15177.845703 4340.444824
0.020500 -0.036250 -0.991000 / -2.279620 2.901775 1.621204 / -13255.344727 15180.740234 4342.066895
0.020500 -0.036250 -0.991000 / -2.251070 2.887750 1.622854 / -13257.581055 15183.621094 4343.690430
0.020500 -0.036250 -0.991000 / -2.222520 2.873725 1.624504 / -13259.789062 15186.488281 4345.315918
0.020500 -0.036250 -0.991000 / -2.193970 2.859700 1.626154 / -13261.968750 15189.340820 4346.942871
0.020500 -0.036250 -0.991000 / -2.165420 2.845675 1.627804 / -13264.120117 15192.179688 4348.571289
0.020500 -0.036250 -0.991000 / -2.136870 2.831650 1.629454 / -13266.243164 15195.003906 4350.201660
0.020500 -0.036250 -0.991000 / -2.108320 2.817626 1.631104 / -13268.336914 15197.814453 4351.833496
0.020500 -0.036250 -0.991000 / -2.079771 2.803601 1.632754 / -13270.402344 15200.611328 4353.467285
0.020500 -0.036250 -0.991000 / -2.051221 2.789576 1.634404 / -13272.439453 15203.393555 4355.102539
0.020500 -0.036250 -0.991000 / -2.022671 2.775551 1.636054 / -13274.448242 15206.162109 4356.739258
