aTV_x aTV_y aTV_z / Xrot Yrot Zrot / X2 Y2 Z2
0.001500 0.052500 -0.991500 / 12.570386 -22.325264 0.351456 / -16804.460938 -433.005280 5836.676270
0.001500 0.052500 -0.991500 / 12.593686 -22.341639 0.353231 / -16791.855469 -455.355103 5837.030273
0.001500 0.052500 -0.991500 / 12.616986 -22.358013 0.355006 / -16779.226562 -477.721313 5837.386230
0.022000 0.041750 -0.990000 / 12.638412 -22.374039 0.357881 / -16766.578125 -500.103363 5837.745605
0.022000 0.041750 -0.990000 / 12.659837 -22.390064 0.360756 / -16753.908203 -522.501465 5838.107910
0.022000 0.041750 -0.990000 / 12.681262 -22.406090 0.363631 / -16741.216797 -544.915588 5838.473145
0.022000 0.041750 -0.990000 / 12.702687 -22.422115 0.366506 / -16728.503906 -567.345703 5838.841309
0.022000 0.041750 -0.990000 / 12.724113 -22.438141 0.369381 / -16715.769531 -589.791870 5839.211914
0.022000 0.041750 -0.990000 / 12.745538 -22.454166 0.372256 / -16703.013672 -612.254028 5839.585449
0.022000 0.041750 -0.990000 / 12.766963 -22.470192 0.375131 / -16690.236328 -634.732239 5839.961914
0.022000 0.041750 -0.990000 / 12.788388 -22.486217 0.378006 / -16677.437500 -657.226440 5840.341309
0.022000 0.041750 -0.990000 / 12.809813 -22.502243 0.380881 / -16664.617188 -679.736694 5840.723633
0.022000 0.041750 -0.990000 / 12.831239 -22.518269 0.383756 / -16651.775391 -702.263000 5841.108887
0.022000 0.041750 -0.990000 / 12.852664 -22.534294 0.386631 / -16638.912109 -724.805298 5841.497070
0.022000 0.041750 -0.990000 / 12.874089 -22.550320 0.389506 / -16626.027344 -747.363647 5841.888184
0.022000 0.041750 -0.990000 / 12.895514 -22.566345 0.392381 / -16613.121094 -769.937988 5842.282227
0.022000 0.041750 -0.990000 / 12.916940 -22.582371 0.395256 / -16600.193359 -792.528381 5842.678711
0.022000 0.041750 -0.990000 / 12.938365 -22.598396 0.398131 / -16587.244141 -815.134766 5843.078125
0.022000 0.041750 -0.990000 / 12.959790 -22.614422 0.401006 / -16574.273438 -837.757202 5843.480469
0.022000 0.041750 -0.990000 / 12.981215 -22.630447 0.403881 / -16561.281250 -860.395691 5843.885742
0.022000 0.041750 -0.990000 / 13.002641 -22.646473 0.406756 / -16548.267578 -883.050171 5844.293945
0.022000 0.041750 -0.990000 / 13.024066 -22.662498 0.409631 / -16535.232422 -905.720703 5844.705078
0.022000 0.041750 -0.990000 / 13.045491 -22.678524 0.412506 / -16522.175781 -928.407227 5845.119141
0.022000 0.041750 -0.990000 / 13.066916 -22.694550 0.415381 / -16509.097656 -951.109802 5845.536133
0.022000 0.041750 -0.990000 / 13.088342 -22.710575 0.418256 / -16495.998047 -973.828369 5845.956055
0.022000 0.041750 -0.990000 / 13.109767 -22.726601 0.421131 / -16482.876953 -996.562988 5846.378418
0.022000 0.041750 -0.990000 / 13.131192 -22.742626 0.424006 / -16469.734375 -1019.313599 5846.803711
0.022000 0.041750 -0.990000 / 13.152617 -22.758652 0.426881 / -16456.570312 -1042.080322 5847.231934
0.022000 0.041750 -0.990000 / 13.174043 -22.774677 0.429756 / -16443.384766 -1064.863037 5847.663086
0.022000 0.041750 -0.990000 / 13.195468 -22.790703 0.432631 / -16430.177734 -1087.661743 5848.097168
0.022000 0.041750 -0.990000 / 13.216893 -22.806728 0.435506 / -16416.949219 -1110.476440 5848.534180
0.022000 0.041750 -0.990000 / 13.238318 -22.822754 0.438381 / -16403.699219 -1133.307251 5848.974121
0.022000 0.041750 -0.990000 / 13.259744 -22.838779 0.441256 / -16390.429688 -1156.154053 5849.416992
0.022000 0.041750 -0.990000 / 13.281169 -22.854805 0.444131 / -16377.137695 -1179.016846 5849.862793
0.022000 0.041750 -0.990000 / 13.302594 -22.870831 0.447006 / -16363.824219 -1201.895630 5850.311035
0.022000 0.041750 -0.990000 / 13.324019 -22.886856 0.449881 / -16350.489258 -1224.790527 5850.762207
0.022000 0.041750 -0.990000 / 13.345445 -22.902882 0.452756 / -16337.132812 -1247.701416 5851.216309
0.022000 0.041750 -0.990000 / 13.366870 -22.918907 0.455631 / -16323.754883 -1270.628296 5851.673340
0.022000 0.041750 -0.990000 / 13.388295 -22.934933 0.458506 / -16310.355469 -1293.571289 5852.133301
0.022000 0.041750 -0.990000 / 13.409720 -22.950958 0.461381 / -16296.934570 -1316.530273 5852.596191
0.022000 0.041750 -0.990000 / 13.431146 -22.966984 0.464256 / -16283.493164 -1339.505249 5853.062012
0.022000 0.041750 -0.990000 / 13.452571 -22.983009 0.467131 / -16270.030273 -1362.496216 5853.530762
0.022000 0.041750 -0.990000 / 13.473996 -22.999035 0.470006 / -16256.545898 -1385.503296 5854.002441
0.036000 0.035750 -0.993750 / 13.491621 -23.015036 0.469756 / -16243.045898 -1408.526367 5854.472168
0.036000 0.035750 -0.993750 / 13.509246 -23.031036 0.469507 / -16229.528320 -1431.565430 5854.941406
0.036000 0.035750 -0.993750 / 13.526871 -23.047037 0.469257 / -16215.992188 -1454.620483 5855.410645
0.036000 0.035750 -0.993750 / 13.544496 -23.063038 0.469007 / -16202.438477 -1477.691528 5855.879395
0.036000 0.035750 -0.993750 / 13.562120 -23.079039 0.468757 / -16188.867188 -1500.778564 5856.348145
0.036000 0.035750 -0.993750 / 13.579745 -23.095039 0.468507 / -16175.278320 -1523.881592 5856.816406
0.036000 0.035750 -0.993750 / 13.597370 -23.111040 0.468257 / -16161.671875 -1547.000610 5857.284668
0.036000 0.035750 -0.993750 / 13.614995 -23.127041 0.468007 / -16148.047852 -1570.135620 5857.752441
0.036000 0.035750 -0.993750 / 13.632620 -23.143042 0.467757 / -16134.406250 -1593.286621 5858.220215
0.036000 0.035750 -0.993750 / 13.650245 -23.159042 0.467507 / -16120.747070 -1616.453613 5858.687500
0.036000 0.035750 -0.993750 / 13.667870 -23.175043 0.467257 / -16107.070312 -1639.636597 5859.154785
0.036000 0.035750 -0.993750 / 13.685494 -23.191044 0.467007 / -16093.375977 -1662.835693 5859.621582
0.036000 0.035750 -0.993750 / 13.703119 -23.207045 0.466757 / -16079.664062 -1686.050781 5860.088379
0.036000 0.035750 -0.993750 / 13.720744 -23.223045 0.466507 / -16065.934570 -1709.281860 5860.554688
0.036000 0.035750 -0.993750 / 13.738369 -23.239046 0.466257 / -16052.187500 -1732.528931 5861.020996
0.036000 0.035750 -0.993750 / 13.755994 -23.255047 0.466007 / -16038.422852 -1755.791992 5861.486816
0.036000 0.035750 -0.993750 / 13.773619 -23.271048 0.465757 / -16024.640625 -1779.071045 5861.952637
0.036000 0.035750 -0.993750 / 13.791244 -23.287048 0.465507 / -16010.840820 -1802.366089 5862.417969
0.036000 0.035750 -0.993750 / 13.808868 -23.303049 0.465257 / -15997.023438 -1825.677124 5862.883301
0.036000 0.035750 -0.993750 / 13.826493 -23.319050 0.465007 / -15983.188477 -1849.004150 5863.348145
0.036000 0.035750 -0.993750 / 13.844118 -23.335051 0.464757 / -15969.335938 -1872.347168 5863.812988
0.036000 0.035750 -0.993750 / 13.861743 -23.351051 0.464507 / -15955.465820 -1895.706177 5864.277344
0.036000 0.035750 -0.993750 / 13.879368 -23.367052 0.464257 / -15941.578125 -1919.081177 5864.741699
0.036000 0.035750 -0.993750 / 13.896993 -23.383053 0.464007 / -15927.671875 -1942.472168 5865.205566
0.036000 0.035750 -0.993750 / 13.914618 -23.399054 0.463757 / -15913.748047 -1965.879272 5865.669434
0.036000 0.035750 -0.993750 / 13.932242 -23.415054 0.463507 / -15899.806641 -1989.302368 5866.132812
0.036000 0.035750 -0.993750 / 13.949867 -23.431055 0.463257 / -15885.847656 -2012.741455 5866.595703
0.036000 0.035750 -0.993750 / 13.967492 -23.447056 0.463007 / -15871.871094 -2036.196533 5867.058594
0.036000 0.035750 -0.993750 / 13.985117 -23.463057 0.462757 / -15857.876953 -2059.667480 5867.520996
0.036000 0.035750 -0.993750 / 14.002742 -23.479057 0.462507 / -15843.865234 -2083.154541 5867.983398
0.036000 0.035750 -0.993750 / 14.020367 -23.495058 0.462257 / -15829.835938 -2106.657715 5868.445312
0.036000 0.035750 -0.993750 / 14.037992 -23.511059 0.462007 / -15815.789062 -2130.176758 5868.907227
0.036000 0.035750 -0.993750 / 14.055616 -23.527060 0.461757 / -15801.724609 -2153.711914 5869.368652
0.036000 0.035750 -0.993750 / 14.073241 -23.543060 0.461507 / -15787.642578 -2177.262939 5869.830078
0.036000 0.035750 -0.993750 / 14.090866 -23.559061 0.461257 / -15773.542969 -2200.830078 5870.291016
0.036000 0.035750 -0.993750 / 14.108491 -23.575062 0.461007 / -15759.425781 -2224.413086 5870.751953
0.036000 0.035750 -0.993750 / 14.126116 -23.591063 0.460757 / -15745.291016 -2248.012207 5871.212402
0.036000 0.035750 -0.993750 / 14.143741 -23.607063 0.460507 / -15731.138672 -2271.627197 5871.672852
0.036000 0.035750 -0.993750 / 14.161366 -23.623064 0.460257 / -15716.968750 -2295.258301 5872.132812
0.036000 0.035750 -0.993750 / 14.178990 -23.639065 0.460007 / -15702.781250 -2318.905273 5872.592773
0.036500 0.029750 -0.993250 / 14.193615 -23.656040 0.459732 / -15688.580078 -2342.569824 5873.052246
0.036500 0.029750 -0.993250 / 14.208240 -23.673016 0.459457 / -15674.364258 -2366.251221 5873.511719
0.036500 0.029750 -0.993250 / 14.222864 -23.689991 0.459182 / -15660.133789 -2389.949707 5873.970703
0.036500 0.029750 -0.993250 / 14.237489 -23.706966 0.458907 / -15645.888672 -2413.665039 5874.429688
0.036500 0.029750 -0.993250 / 14.252113 -23.723942 0.458632 / -15631.628906 -2437.397461 5874.888184
0.036500 0.029750 -0.993250 / 14.266738 -23.740917 0.458357 / -15617.354492 -2461.146973 5875.346191
0.036500 0.029750 -0.993250 / 14.281363 -23.757893 0.458082 / -15603.065430 -2484.913330 5875.804199
0.036500 0.029750 -0.993250 / 14.295987 -23.774868 0.457807 / -15588.761719 -2508.696777 5876.261719
0.036500 0.029750 -0.993250 / 14.310612 -23.791843 0.457532 / -15574.443359 -2532.497070 5876.719238
0.036500 0.029750 -0.993250 / 14.325236 -23.808819 0.457257 / -15560.110352 -2556.314453 5877.176270
0.036500 0.029750 -0.993250 / 14.339861 -23.825794 0.456982 / -15545.762695 -2580.148682 5877.633301
0.036500 0.029750 -0.993250 / 14.354486 -23.842770 0.456707 / -15531.401367 -2604.000000 5878.089844
0.036500 0.029750 -0.993250 / 14.369110 -23.859745 0.456432 / -15517.025391 -2627.868164 5878.545898
0.036500 0.029750 -0.993250 / 14.383735 -23.876720 0.456157 / -15502.634766 -2651.753418 5879.001953
0.036500 0.029750 -0.993250 / 14.398359 -23.893696 0.455882 / -15488.229492 -2675.655518 5879.457520
0.036500 0.029750 -0.993250 / 14.412984 -23.910671 0.455607 / -15473.809570 -2699.574707 5879.913086
0.036500 0.029750 -0.993250 / 14.427608 -23.927647 0.455332 / -15459.375000 -2723.510742 5880.368164
0.036500 0.029750 -0.993250 / 14.442233 -23.944622 0.455057 / -15444.925781 -2747.463867 5880.823242
0.036500 0.029750 -0.993250 / 14.456858 -23.961597 0.454782 / -15430.461914 -2771.433838 5881.277832
0.036500 0.029750 -0.993250 / 14.471482 -23.978573 0.454507 / -15415.983398 -2795.420898 5881.732422
0.036500 0.029750 -0.993250 / 14.486107 -23.995548 0.454232 / -15401.490234 -2819.425049 5882.186523
0.036500 0.029750 -0.993250 / 14.500731 -24.012524 0.453957 / -15386.982422 -2843.446045 5882.640137
0.036500 0.029750 -0.993250 / 14.515356 -24.029499 0.453683 / -15372.459961 -2867.484131 5883.093750
0.036500 0.029750 -0.993250 / 14.529981 -24.046474 0.453408 / -15357.922852 -2891.539062 5883.546875
0.036500 0.029750 -0.993250 / 14.544605 -24.063450 0.453133 / -15343.371094 -2915.611084 5884.000000
0.036500 0.029750 -0.993250 / 14.559230 -24.080425 0.452858 / -15328.804688 -2939.699951 5884.452637
0.036500 0.029750 -0.993250 / 14.573854 -24.097401 0.452583 / -15314.223633 -2963.805908 5884.905273
0.036500 0.029750 -0.993250 / 14.588479 -24.114376 0.452308 / -15299.627930 -2987.928711 5885.357422
0.036500 0.029750 -0.993250 / 14.603104 -24.131351 0.452033 / -15285.017578 -3012.068604 5885.809082
0.036500 0.029750 -0.993250 / 14.617728 -24.148327 0.451758 / -15270.392578 -3036.225342 5886.260742
0.036500 0.029750 -0.993250 / 14.632353 -24.165302 0.451483 / -15255.752930 -3060.399170 5886.711914
0.036500 0.029750 -0.993250 / 14.646977 -24.182278 0.451208 / -15241.098633 -3084.589844 5887.163086
0.036500 0.029750 -0.993250 / 14.661602 -24.199253 0.450933 / -15226.429688 -3108.797607 5887.613770
0.036500 0.029750 -0.993250 / 14.676227 -24.216228 0.450658 / -15211.746094 -3133.022217 5888.064453
0.036500 0.029750 -0.993250 / 14.690851 -24.233204 0.450383 / -15197.047852 -3157.263916 5888.514648
0.036500 0.029750 -0.993250 / 14.705476 -24.250179 0.450108 / -15182.334961 -3181.522461 5888.964844
0.036500 0.029750 -0.993250 / 14.720100 -24.267155 0.449833 / -15167.607422 -3205.798096 5889.414551
0.036500 0.029750 -0.993250 / 14.734725 -24.284130 0.449558 / -15152.865234 -3230.090820 5889.863770
0.036500 0.029750 -0.993250 / 14.749350 -24.301105 0.449283 / -15138.108398 -3254.400391 5890.312988
0.036500 0.029750 -0.993250 / 14.763974 -24.318081 0.449008 / -15123.336914 -3278.727051 5890.761719
0.025750 0.026000 -0.990500 / 14.780524 -24.336830 0.451433 / -15108.547852 -3303.073242 5891.214355
0.025750 0.026000 -0.990500 / 14.797074 -24.355579 0.453858 / -15093.742188 -3327.438232 5891.669434
0.025750 0.026000 -0.990500 / 14.813624 -24.374329 0.456283 / -15078.919922 -3351.822021 5892.126953
0.025750 0.026000 -0.990500 / 14.830174 -24.393078 0.458708 / -15064.081055 -3376.224365 5892.586914
0.025750 0.026000 -0.990500 / 14.846725 -24.411827 0.461133 / -15049.225586 -3400.645508 5893.049316
0.025750 0.026000 -0.990500 / 14.863275 -24.430576 0.463558 / -15034.354492 -3425.085449 5893.514160
0.025750 0.026000 -0.990500 / 14.879825 -24.449326 0.465983 / -15019.466797 -3449.544189 5893.981445
0.025750 0.026000 -0.990500 / 14.896375 -24.468075 0.468408 / -15004.562500 -3474.021729 5894.451172
0.025750 0.026000 -0.990500 / 14.912925 -24.486824 0.470833 / -14989.641602 -3498.517822 5894.923340
0.025750 0.026000 -0.990500 / 14.929475 -24.505573 0.473258 / -14974.704102 -3523.032715 5895.397949
0.025750 0.026000 -0.990500 / 14.946025 -24.524323 0.475683 / -14959.750000 -3547.566406 5895.875000
0.025750 0.026000 -0.990500 / 14.962575 -24.543072 0.478108 / -14944.779297 -3572.118896 5896.354492
0.025750 0.026000 -0.990500 / 14.979125 -24.561821 0.480533 / -14929.791992 -3596.690186 5896.836426
0.025750 0.026000 -0.990500 / 14.995675 -24.580570 0.482958 / -14914.788086 -3621.280029 5897.320801
0.025750 0.026000 -0.990500 / 15.012225 -24.599319 0.485383 / -14899.767578 -3645.888672 5897.807617
0.025750 0.026000 -0.990500 / 15.028775 -24.618069 0.487808 / -14884.730469 -3670.516113 5898.296875
0.025750 0.026000 -0.990500 / 15.045325 -24.636818 0.490232 / -14869.676758 -3695.162354 5898.788086
0.025750 0.026000 -0.990500 / 15.061875 -24.655567 0.492657 / -14854.606445 -3719.827393 5899.281738
0.025750 0.026000 -0.990500 / 15.078425 -24.674316 0.495082 / -14839.519531 -3744.510986 5899.777832
0.025750 0.026000 -0.990500 / 15.094975 -24.693066 0.497507 / -14824.416016 -3769.213379 5900.276367
0.025750 0.026000 -0.990500 / 15.111526 -24.711815 0.499932 / -14809.295898 -3793.934570 5900.777344
0.025750 0.026000 -0.990500 / 15.128076 -24.730564 0.502357 / -14794.159180 -3818.674561 5901.280762
0.025750 0.026000 -0.990500 / 15.144626 -24.749313 0.504782 / -14779.005859 -3843.433350 5901.786621
0.025750 0.026000 -0.990500 / 15.161176 -24.768063 0.507207 / -14763.835938 -3868.210693 5902.294922
0.025750 0.026000 -0.990500 / 15.177726 -24.786812 0.509632 / -14748.650391 -3893.006836 5902.805664
0.025750 0.026000 -0.990500 / 15.194276 -24.805561 0.512057 / -14733.448242 -3917.821777 5903.318848
0.025750 0.026000 -0.990500 / 15.210826 -24.824310 0.514482 / -14718.229492 -3942.655518 5903.834473
0.025750 0.026000 -0.990500 / 15.227376 -24.843060 0.516907 / -14702.994141 -3967.508057 5904.352539
0.025750 0.026000 -0.990500 / 15.243926 -24.861809 0.519332 / -14687.742188 -3992.379150 5904.873047
0.025750 0.026000 -0.990500 / 15.260476 -24.880558 0.521757 / -14672.473633 -4017.269043 5905.395996
0.025750 0.026000 -0.990500 / 15.277026 -24.899307 0.524182 / -14657.188477 -4042.177734 5905.921387
0.025750 0.026000 -0.990500 / 15.293576 -24.918056 0.526607 / -14641.886719 -4067.105225 5906.449219
0.025750 0.026000 -0.990500 / 15.310126 -24.936806 0.529032 / -14626.568359 -4092.051514 5906.979492
0.025750 0.026000 -0.990500 / 15.326676 -24.955555 0.531457 / -14611.233398 -4117.016602 5907.512207
0.025750 0.026000 -0.990500 / 15.343226 -24.974304 0.533882 / -14595.881836 -4142.000488 5908.047363
0.025750 0.026000 -0.990500 / 15.359776 -24.993053 0.536307 / -14580.513672 -4167.002930 5908.584961
0.025750 0.026000 -0.990500 / 15.376327 -25.011803 0.538732 / -14565.128906 -4192.023926 5909.125000
0.025750 0.026000 -0.990500 / 15.392877 -25.030552 0.541157 / -14549.727539 -4217.063965 5909.667480
0.025750 0.026000 -0.990500 / 15.409427 -25.049301 0.543582 / -14534.309570 -4242.122559 5910.212402
0.025750 0.026000 -0.990500 / 15.425977 -25.068050 0.546007 / -14518.875000 -4267.200195 5910.759766
0.037250 0.024000 -0.993750 / 15.448152 -25.091276 0.546382 / -14503.416016 -4292.303223 5911.306152
0.037250 0.024000 -0.993750 / 15.470326 -25.114502 0.546757 / -14487.934570 -4317.429199 5911.853027
0.037250 0.024000 -0.993750 / 15.492501 -25.137728 0.547132 / -14472.430664 -4342.578613 5912.400391
0.037250 0.024000 -0.993750 / 15.514676 -25.160954 0.547507 / -14456.905273 -4367.750977 5912.948242
0.037250 0.024000 -0.993750 / 15.536851 -25.184179 0.547882 / -14441.357422 -4392.946777 5913.496094
0.037250 0.024000 -0.993750 / 15.559026 -25.207405 0.548257 / -14425.787109 -4418.166016 5914.044434
0.037250 0.024000 -0.993750 / 15.581201 -25.230631 0.548631 / -14410.194336 -4443.408203 5914.593262
0.037250 0.024000 -0.993750 / 15.603375 -25.253857 0.549006 / -14394.580078 -4468.673828 5915.142578
0.037250 0.024000 -0.993750 / 15.625550 -25.277082 0.549381 / -14378.943359 -4493.962402 5915.692383
0.037250 0.024000 -0.993750 / 15.647725 -25.300308 0.549756 / -14363.284180 -4519.274414 5916.242188
0.037250 0.024000 -0.993750 / 15.669900 -25.323534 0.550131 / -14347.603516 -4544.609375 5916.792480
0.037250 0.024000 -0.993750 / 15.692075 -25.346760 0.550506 / -14331.900391 -4569.967773 5917.343262
0.037250 0.024000 -0.993750 / 15.714250 -25.369986 0.550881 / -14316.174805 -4595.349609 5917.894531
0.037250 0.024000 -0.993750 / 15.736424 -25.393211 0.551256 / -14300.427734 -4620.754395 5918.445801
0.037250 0.024000 -0.993750 / 15.758599 -25.416437 0.551631 / -14284.658203 -4646.182617 5918.997559
0.037250 0.024000 -0.993750 / 15.780774 -25.439663 0.552006 / -14268.866211 -4671.633789 5919.549805
0.037250 0.024000 -0.993750 / 15.802949 -25.462889 0.552381 / -14253.051758 -4697.108398 5920.102539
0.037250 0.024000 -0.993750 / 15.825124 -25.486115 0.552756 / -14237.215820 -4722.605957 5920.655273
0.037250 0.024000 -0.993750 / 15.847299 -25.509340 0.553131 / -14221.357422 -4748.126953 5921.208496
0.037250 0.024000 -0.993750 / 15.869473 -25.532566 0.553506 / -14205.476562 -4773.670898 5921.762207
0.037250 0.024000 -0.993750 / 15.891648 -25.555792 0.553881 / -14189.574219 -4799.238281 5922.316406
0.037250 0.024000 -0.993750 / 15.913823 -25.579018 0.554256 / -14173.649414 -4824.829102 5922.871094
0.037250 0.024000 -0.993750 / 15.935998 -25.602243 0.554631 / -14157.702148 -4850.442871 5923.425781
0.037250 0.024000 -0.993750 / 15.958173 -25.625469 0.555006 / -14141.732422 -4876.080078 5923.980957
0.037250 0.024000 -0.993750 / 15.980348 -25.648695 0.555381 / -14125.741211 -4901.740234 5924.536621
0.037250 0.024000 -0.993750 / 16.002523 -25.671921 0.555756 / -14109.727539 -4927.423828 5925.092773
0.037250 0.024000 -0.993750 / 16.024698 -25.695147 0.556131 / -14093.691406 -4953.130371 5925.648926
0.037250 0.024000 -0.993750 / 16.046873 -25.718372 0.556506 / -14077.633789 -4978.860352 5926.205566
0.037250 0.024000 -0.993750 / 16.069048 -25.741598 0.556881 / -14061.553711 -5004.613770 5926.762695
